pattern,quality,support,pattern_auc,global_auc,theta
"[{'f'}, {'j', 'r'}, {'h'}, {'h'}]",0.3120025849981597,28,0.9786096256684491,0.9936180657830143,0.5
"[{'k', 'h'}, {'f', 'h'}, {'k', 'f', 'h'}, {'k', 'f'}, {'k'}]",0.23097489146001982,42,0.98125,0.9936180657830143,0.5
