pattern,quality,support,pattern_auc,global_auc,theta
"[{'N'}, {'M'}, {'O'}, {'W'}, {'Y'}]",0.9564610702833817,25,0.5789473684210527,0.9020696794431918,0.5
"[{'M'}, {'U'}, {'V'}, {'P'}, {'Y'}]",0.8121389177589252,28,0.6205128205128205,0.9020696794431918,0.5
"[{'V'}, {'X'}, {'V'}, {'U'}, {'X'}]",0.7788500704464077,22,0.6115702479338844,0.9020696794431918,0.5
"[{'T'}, {'N'}, {'Y'}, {'M'}, {'M'}]",0.6628098696714428,20,0.6373626373626373,0.9020696794431918,0.5
"[{'M'}, {'T'}, {'N'}, {'N'}, {'M'}]",0.6592933262534294,22,0.6446280991735538,0.9020696794431918,0.5
"[{'T'}, {'Y'}, {'W'}, {'V'}, {'Z'}]",0.6505560431161372,21,0.6442307692307693,0.9020696794431918,0.5
"[{'V'}, {'Z'}, {'Y'}, {'W'}, {'X'}]",0.616941787424214,21,0.6545454545454545,0.9020696794431918,0.5
"[{'X'}, {'V'}, {'O'}, {'U'}, {'O'}]",0.6116336950649852,24,0.6642857142857143,0.9020696794431918,0.5
"[{'T'}, {'T'}, {'O'}, {'O'}, {'Z'}]",0.5705819877281268,20,0.6666666666666667,0.9020696794431918,0.5
"[{'Z'}, {'T'}, {'T'}, {'W'}, {'M'}]",0.5586069233957531,22,0.6761904761904761,0.9020696794431918,0.5
"[{'V'}, {'Z'}, {'X'}, {'P'}, {'X'}]",0.5522013195571716,26,0.6875,0.9020696794431918,0.5
"[{'Z'}, {'Y'}, {'P'}, {'M'}, {'P'}]",0.5516354601805281,21,0.6759259259259259,0.9020696794431918,0.5
"[{'T'}, {'Y'}]",0.5488308589302482,1583,0.8805399296354709,0.9020696794431918,0.5
"[{'X'}, {'U'}, {'X'}, {'P'}]",0.5464571718540355,127,0.7776659959758551,0.9020696794431918,0.5
"[{'X'}, {'M'}, {'V'}, {'V'}]",0.5418213611976275,129,0.7793269230769231,0.9020696794431918,0.5
"[{'O'}, {'M'}, {'O'}, {'V'}, {'O'}]",0.5412961902742233,20,0.6767676767676767,0.9020696794431918,0.5
"[{'M'}, {'T'}]",0.5338162827774544,1616,0.8881646381508282,0.9020696794431918,0.5
"[{'M'}, {'U'}]",0.5336285067823832,1543,0.8881242858103112,0.9020696794431918,0.5
"[{'M'}, {'Z'}, {'T'}, {'M'}, {'V'}]",0.5311639473651468,26,0.6944444444444444,0.9020696794431918,0.5
"[{'P'}, {'M'}]",0.5305074598124562,1481,0.8902007988181868,0.9020696794431918,0.5
"[{'P'}, {'T'}]",0.5300044307460505,1575,0.8907739045462901,0.9020696794431918,0.5
"[{'T'}, {'P'}]",0.5297057997166654,1556,0.8909795368741067,0.9020696794431918,0.5
"[{'P'}, {'V'}, {'T'}, {'Z'}, {'X'}]",0.5237809495161627,27,0.6988636363636364,0.9020696794431918,0.5
"[{'W'}, {'N'}, {'T'}, {'Y'}, {'T'}]",0.5235904559798616,24,0.6928571428571428,0.9020696794431918,0.5
"[{'P'}, {'M'}, {'P'}, {'N'}, {'T'}]",0.5187422315380021,21,0.6875,0.9020696794431918,0.5
"[{'N'}, {'T'}, {'Y'}, {'P'}, {'W'}]",0.5132945817306906,20,0.6868686868686869,0.9020696794431918,0.5
"[{'Z'}, {'U'}, {'V'}, {'N'}, {'O'}]",0.5055867706909949,21,0.6923076923076923,0.9020696794431918,0.5
"[{'T'}, {'T'}, {'M'}, {'V'}, {'V'}]",0.5013556722280785,21,0.6938775510204082,0.9020696794431918,0.5
"[{'N'}, {'T'}, {'M'}, {'U'}, {'T'}]",0.4969887005599294,26,0.70625,0.9020696794431918,0.5
"[{'T'}, {'V'}, {'P'}, {'Y'}]",0.4953698583612387,106,0.7862513426423201,0.9020696794431918,0.5
"[{'V'}, {'U'}, {'U'}, {'U'}, {'Y'}]",0.49049873809846956,25,0.7066666666666667,0.9020696794431918,0.5
"[{'V'}, {'O'}, {'U'}, {'O'}]",0.4895285060886939,122,0.7919444444444445,0.9020696794431918,0.5
"[{'Z'}, {'Y'}, {'X'}, {'V'}, {'T'}]",0.48853540087631353,28,0.7128205128205128,0.9020696794431918,0.5
"[{'Y'}, {'Z'}, {'T'}, {'N'}, {'Y'}]",0.4851536618902863,23,0.7045454545454546,0.9020696794431918,0.5
"[{'X'}, {'T'}, {'P'}, {'P'}, {'Y'}]",0.4837895424834979,24,0.7071428571428572,0.9020696794431918,0.5
"[{'M'}, {'Y'}, {'P'}, {'Y'}]",0.4809309510613776,104,0.7901049475262368,0.9020696794431918,0.5
"[{'U'}, {'P'}, {'T'}, {'Y'}, {'V'}]",0.47725394572621105,22,0.7053571428571428,0.9020696794431918,0.5
"[{'T'}, {'Z'}, {'Z'}, {'Y'}, {'Y'}]",0.4768308182039458,23,0.7076923076923077,0.9020696794431918,0.5
"[{'W'}, {'N'}, {'P'}, {'Y'}]",0.4742865717418784,106,0.7927140255009107,0.9020696794431918,0.5
"[{'M'}, {'M'}, {'N'}, {'W'}, {'N'}]",0.4704961879623699,20,0.7032967032967032,0.9020696794431918,0.5
"[{'V'}, {'U'}, {'M'}, {'O'}, {'T'}]",0.4668592485349575,22,0.7094017094017094,0.9020696794431918,0.5
"[{'U'}, {'Z'}, {'O'}, {'X'}, {'U'}]",0.46238249780681606,24,0.7152777777777778,0.9020696794431918,0.5
"[{'M'}, {'U'}, {'W'}]",0.4613624398352677,515,0.8575048262548263,0.9020696794431918,0.5
"[{'P'}, {'M'}, {'T'}, {'V'}]",0.4570990514773793,108,0.7987637362637363,0.9020696794431918,0.5
"[{'T'}, {'W'}, {'V'}, {'Y'}, {'P'}]",0.4538294221430521,23,0.7166666666666667,0.9020696794431918,0.5
"[{'N'}, {'P'}, {'M'}, {'Y'}]",0.45260403620996703,110,0.8007282356835485,0.9020696794431918,0.5
"[{'T'}, {'W'}, {'Z'}, {'W'}, {'Y'}]",0.45039595998544557,27,0.7252747252747253,0.9020696794431918,0.5
"[{'M'}, {'W'}, {'P'}, {'Y'}]",0.447617040594419,103,0.8007575757575758,0.9020696794431918,0.5
"[{'X'}, {'M'}, {'V'}, {'V'}, {'P'}]",0.44742530278738946,34,0.7362637362637363,0.9020696794431918,0.5
"[{'U'}, {'M'}, {'N'}]",0.44621000120337106,481,0.8625216188170184,0.9020696794431918,0.5
