pattern,quality,support,pattern_accuracy,global_accuracy,theta
"[{'B'}, {'C'}]",1.0381889938873403,50,0.6,0.8990033222591363,0.2
[{'W'}],0.7360011406935543,324,0.8487654320987654,0.8990033222591363,0.2
