pattern,quality,pattern_auc,support,class_balance,p_value,corrected_p,is_sig,global_auc
"[{'A'}, {'B'}, {'C'}]",1.3173022355179564,0.5952,50,"{1.0: 25, 0.0: 25}",0.0009990009990009,0.0389610389610389,True,0.8998399631172461
"[{'T'}, {'P'}, {'X'}]",0.6221470569380476,0.712962962962963,21,"{0.0: 9, 1.0: 12}",0.0169830169830169,0.1753246753246753,False,0.8998399631172461
"[{'O'}, {'U'}]",0.5790745508357064,0.843169488739109,156,"{1.0: 79, 0.0: 77}",0.0179820179820179,0.1753246753246753,False,0.8998399631172461
"[{'Y'}, {'N'}]",0.572084500352845,0.8469796506970036,158,"{1.0: 79, 0.0: 79}",0.0199800199800199,0.1753246753246753,False,0.8998399631172461
"[{'W'}, {'T'}]",0.5704685049006426,0.8469085523880043,147,"{1.0: 73, 0.0: 74}",0.0269730269730269,0.1753246753246753,False,0.8998399631172461
"[{'V'}, {'U'}]",0.5604993975202476,0.8541176470588235,165,"{1.0: 80, 0.0: 85}",0.0259740259740259,0.1753246753246753,False,0.8998399631172461
"[{'T'}, {'Y'}]",0.5558405428384958,0.8573604763883119,170,"{0.0: 83, 1.0: 87}",0.0319680319680319,0.1781076066790352,False,0.8998399631172461
"[{'X'}, {'V'}]",0.550034243966507,0.8606941838649156,160,"{1.0: 78, 0.0: 82}",0.0519480519480519,0.238095238095238,False,0.8998399631172461
"[{'V'}, {'T'}]",0.5470871495907799,0.8631625967837998,165,"{1.0: 92, 0.0: 73}",0.0549450549450549,0.238095238095238,False,0.8998399631172461
"[{'V'}, {'W'}]",0.5448472840644036,0.8643501503508185,155,"{1.0: 82, 0.0: 73}",0.0689310689310689,0.2479338842975206,False,0.8998399631172461
"[{'U'}, {'X'}]",0.5447367243485681,0.8638443935926774,145,"{1.0: 76, 0.0: 69}",0.0699300699300699,0.2479338842975206,False,0.8998399631172461
"[{'N'}, {'U'}]",0.5388719323432265,0.8692585895117542,149,"{0.0: 70, 1.0: 79}",0.1108891108891109,0.2961038961038961,False,0.8998399631172461
"[{'P'}, {'Z'}]",0.5372908938618307,0.8716676120249575,168,"{1.0: 82, 0.0: 86}",0.1138861138861138,0.2961038961038961,False,0.8998399631172461
"[{'W'}, {'V'}]",0.537005306889982,0.8717795979151155,164,"{1.0: 79, 0.0: 85}",0.1138861138861138,0.2961038961038961,False,0.8998399631172461
"[{'T'}, {'U'}]",0.5349538957782739,0.8728501228501229,140,"{1.0: 74, 0.0: 66}",0.1438561438561438,0.2981366459627329,False,0.8998399631172461
"[{'P'}, {'W'}]",0.533813546749582,0.874960430515986,159,"{0.0: 81, 1.0: 78}",0.1618381618381618,0.2981366459627329,False,0.8998399631172461
"[{'T'}, {'T'}]",0.533272370426709,0.8756218905472637,160,"{0.0: 67, 1.0: 93}",0.1618381618381618,0.2981366459627329,False,0.8998399631172461
"[{'Y'}, {'V'}]",0.5331020191556571,0.8759689922480621,164,"{1.0: 78, 0.0: 86}",0.1518481518481518,0.2981366459627329,False,0.8998399631172461
"[{'U'}, {'O'}]",0.5314122381997323,0.8783819280273181,175,"{0.0: 81, 1.0: 94}",0.1748251748251748,0.2981366459627329,False,0.8998399631172461
"[{'W'}, {'W'}]",0.5310128492317201,0.8786435786435787,167,"{1.0: 77, 0.0: 90}",0.1498501498501498,0.2981366459627329,False,0.8998399631172461
"[{'T'}, {'M'}]",0.5304695606600478,0.880039656311963,191,"{1.0: 102, 0.0: 89}",0.1758241758241758,0.2981366459627329,False,0.8998399631172461
"[{'V'}, {'P'}]",0.5303934518175912,0.8790157211209844,153,"{1.0: 76, 0.0: 77}",0.1748251748251748,0.2981366459627329,False,0.8998399631172461
"[{'W'}, {'X'}]",0.5301429802619865,0.8792982456140351,151,"{0.0: 75, 1.0: 76}",0.2117882117882117,0.3038961038961039,False,0.8998399631172461
"[{'Z'}, {'X'}]",0.5296100059156915,0.8802265533899717,156,"{1.0: 69, 0.0: 87}",0.2177822177822178,0.3038961038961039,False,0.8998399631172461
"[{'P'}, {'X'}]",0.5295086134287734,0.8801169590643275,148,"{1.0: 72, 0.0: 76}",0.2097902097902098,0.3038961038961039,False,0.8998399631172461
"[{'N'}, {'Y'}]",0.5287196479174664,0.882036089415567,173,"{0.0: 94, 1.0: 79}",0.1918081918081918,0.3038961038961039,False,0.8998399631172461
