pattern,quality,support,pattern_auc,global_auc,theta
"[{'T'}, {'A'}, {'B'}, {'C'}]",0.8766544182500358,21,0.6018518518518519,0.9006222919321635,0.5
"[{'Z'}, {'Y'}, {'T'}, {'Z'}]",0.7687357585658364,28,0.65,0.9006222919321635,0.5
"[{'U'}, {'T'}, {'P'}, {'U'}]",0.6541308945141798,26,0.6787878787878787,0.9006222919321635,0.5
"[{'Z'}, {'O'}, {'V'}, {'Y'}]",0.6179018461340609,26,0.6904761904761905,0.9006222919321635,0.5
"[{'W'}, {'Z'}, {'U'}, {'V'}]",0.6150339096375539,37,0.709090909090909,0.9006222919321635,0.5
"[{'X'}, {'Y'}, {'M'}, {'V'}]",0.5636529792706425,28,0.7128205128205128,0.9006222919321635,0.5
"[{'Y'}, {'Z'}]",0.5481372702503136,920,0.8762957778450363,0.9006222919321635,0.5
"[{'W'}, {'Z'}]",0.547944039821594,941,0.8765253547862245,0.9006222919321635,0.5
"[{'P'}, {'Z'}]",0.5459988340883355,935,0.8774422247258936,0.9006222919321635,0.5
"[{'X'}, {'P'}, {'X'}, {'N'}]",0.5438029201205836,24,0.7129629629629629,0.9006222919321635,0.5
"[{'P'}, {'W'}]",0.5432766722374036,895,0.8786102616377847,0.9006222919321635,0.5
"[{'Y'}, {'U'}]",0.5419180337714071,866,0.8791801222343805,0.9006222919321635,0.5
"[{'P'}, {'Z'}, {'V'}]",0.5391583493709453,202,0.816593028964163,0.9006222919321635,0.5
"[{'P'}, {'T'}, {'W'}, {'N'}]",0.5367860054513357,20,0.7070707070707071,0.9006222919321635,0.5
"[{'Y'}, {'T'}]",0.5366089397173022,911,0.8826426269992862,0.9006222919321635,0.5
"[{'P'}, {'W'}, {'Z'}]",0.5363761671529177,218,0.8189953566905868,0.9006222919321635,0.5
"[{'Z'}, {'V'}]",0.5346166267930408,900,0.8839476284584981,0.9006222919321635,0.5
"[{'W'}, {'U'}]",0.5333483265435359,893,0.8848434677904877,0.9006222919321635,0.5
