pattern,quality,support,pattern_auc,global_auc,dataset_size
"[{'T'}, {'A'}, {'B'}, {'C'}]",0.8766544182500358,21,0.6018518518518519,0.9006222919321635,5050
"[{'Z'}, {'Y'}, {'T'}, {'Z'}]",0.7687357585658364,28,0.65,0.9006222919321635,5050
"[{'U'}, {'T'}, {'P'}, {'U'}]",0.6541308945141798,26,0.6787878787878787,0.9006222919321635,5050
"[{'Z'}, {'O'}, {'V'}, {'Y'}]",0.6179018461340609,26,0.6904761904761905,0.9006222919321635,5050
"[{'W'}, {'Z'}, {'U'}, {'V'}]",0.6150339096375539,37,0.709090909090909,0.9006222919321635,5050
"[{'X'}, {'Y'}, {'M'}, {'V'}]",0.5636529792706425,28,0.7128205128205128,0.9006222919321635,5050
"[{'Y'}, {'Z'}]",0.5481372702503136,920,0.8762957778450363,0.9006222919321635,5050
"[{'W'}, {'Z'}]",0.547944039821594,941,0.8765253547862245,0.9006222919321635,5050
"[{'P'}, {'Z'}]",0.5459988340883355,935,0.8774422247258936,0.9006222919321635,5050
"[{'X'}, {'P'}, {'X'}, {'N'}]",0.5438029201205836,24,0.7129629629629629,0.9006222919321635,5050
"[{'P'}, {'W'}]",0.5432766722374036,895,0.8786102616377847,0.9006222919321635,5050
"[{'Y'}, {'U'}]",0.5419180337714071,866,0.8791801222343805,0.9006222919321635,5050
"[{'P'}, {'Z'}, {'V'}]",0.5391583493709453,202,0.816593028964163,0.9006222919321635,5050
"[{'P'}, {'T'}, {'W'}, {'N'}]",0.5367860054513357,20,0.7070707070707071,0.9006222919321635,5050
"[{'Y'}, {'T'}]",0.5366089397173022,911,0.8826426269992862,0.9006222919321635,5050
"[{'P'}, {'W'}, {'Z'}]",0.5363761671529177,218,0.8189953566905868,0.9006222919321635,5050
"[{'Z'}, {'V'}]",0.5346166267930408,900,0.8839476284584981,0.9006222919321635,5050
"[{'W'}, {'U'}]",0.5333483265435359,893,0.8848434677904877,0.9006222919321635,5050
"[{'X'}, {'Z'}]",0.5315825883435399,901,0.8862674910510903,0.9006222919321635,5050
"[{'P'}, {'Y'}]",0.529757804453918,905,0.8878747860112497,0.9006222919321635,5050
"[{'P'}, {'Z'}, {'T'}, {'V'}]",0.5083698859274387,30,0.7366071428571428,0.9006222919321635,5050
"[{'U'}, {'U'}, {'W'}, {'V'}]",0.5079900280246685,31,0.7380952380952381,0.9006222919321635,5050
"[{'Y'}, {'Y'}, {'Z'}]",0.5033788651356303,197,0.8275577557755774,0.9006222919321635,5050
"[{'W'}, {'V'}, {'T'}, {'X'}]",0.4990974992019427,35,0.7463768115942029,0.9006222919321635,5050
"[{'P'}, {'W'}, {'Y'}, {'X'}]",0.4958655112996493,34,0.7465277777777778,0.9006222919321635,5050
"[{'O'}, {'V'}, {'X'}, {'Z'}]",0.4942332844630476,31,0.7435897435897436,0.9006222919321635,5050
"[{'Y'}, {'U'}, {'Z'}, {'O'}]",0.49175571293559905,32,0.7458333333333333,0.9006222919321635,5050
"[{'Y'}, {'Y'}, {'Z'}, {'P'}]",0.48754931311759986,26,0.7393939393939394,0.9006222919321635,5050
"[{'X'}, {'Z'}, {'V'}]",0.48355943183305217,190,0.8341836734693877,0.9006222919321635,5050
"[{'P'}, {'U'}, {'O'}]",0.4799083933405085,174,0.8341701902748413,0.9006222919321635,5050
"[{'M'}, {'W'}, {'Z'}]",0.47570262077223646,198,0.8379548500154623,0.9006222919321635,5050
"[{'V'}, {'U'}, {'U'}]",0.47109085705357856,183,0.8386325603633756,0.9006222919321635,5050
"[{'P'}, {'V'}, {'M'}, {'P'}]",0.47103196059165164,20,0.7362637362637363,0.9006222919321635,5050
"[{'Z'}, {'W'}, {'U'}, {'Z'}]",0.4677998136667514,22,0.7416666666666667,0.9006222919321635,5050
"[{'X'}, {'M'}, {'Z'}, {'W'}]",0.46660441337260583,21,0.7403846153846154,0.9006222919321635,5050
"[{'U'}, {'U'}, {'O'}]",0.4621308469045383,173,0.8417314392924149,0.9006222919321635,5050
"[{'W'}, {'Y'}, {'U'}, {'X'}]",0.4606556971171588,25,0.75,0.9006222919321635,5050
"[{'W'}, {'Y'}, {'U'}]",0.4566476891286053,166,0.8437182280319536,0.9006222919321635,5050
"[{'Y'}, {'T'}, {'V'}]",0.4562708578775839,183,0.8452669902912622,0.9006222919321635,5050
"[{'O'}, {'P'}, {'V'}, {'N'}]",0.4533959750208827,28,0.7575757575757576,0.9006222919321635,5050
"[{'V'}, {'W'}, {'Y'}, {'Z'}]",0.4532255762229833,39,0.7690217391304348,0.9006222919321635,5050
"[{'Y'}, {'T'}, {'Z'}]",0.45253439499193493,189,0.847499439336174,0.9006222919321635,5050
"[{'P'}, {'Z'}, {'M'}]",0.4518979781034682,188,0.8477398889770025,0.9006222919321635,5050
