pattern,quality,pattern_auc,support,class_balance,p_value,corrected_p,is_sig,global_auc
"[{'call'}, {'me'}]",0.865549982547251,0.6272727272727272,21,"{1.0: 10, 0.0: 11}",0.000999000999000999,0.0025615410230794846,True,0.9348215
"[{'sorry'}, {'i'}, {'to'}]",0.8599412866853569,0.5733333333333334,20,"{0.0: 15, 1.0: 5}",0.000999000999000999,0.0025615410230794846,True,0.9348215
[{'fuck'}],0.8078899860343172,0.7862903225806452,39,"{0.0: 31, 1.0: 8}",0.01098901098901099,0.015477480266212663,True,0.9348215
[{'miss'}],0.8012350398577263,0.8520213577421816,356,"{0.0: 299, 1.0: 57}",0.000999000999000999,0.0025615410230794846,True,0.9348215
[{'probably'}],0.7944493078460397,0.8099547511312217,60,"{0.0: 34, 1.0: 26}",0.001998001998001998,0.004251068080855315,True,0.9348215
[{'then'}],0.791851441346866,0.854762596195731,336,"{1.0: 194, 0.0: 142}",0.000999000999000999,0.0025615410230794846,True,0.9348215
[{'not'}],0.7836875678344695,0.8775451124191836,1067,"{0.0: 723, 1.0: 344}",0.000999000999000999,0.0025615410230794846,True,0.9348215
[{'goin'}],0.7823437895955675,0.8072562358276644,42,"{1.0: 21, 0.0: 21}",0.003996003996003996,0.007010533326322801,True,0.9348215
[{'yeah'}],0.7619863390324488,0.8613460183227625,218,"{1.0: 132, 0.0: 86}",0.000999000999000999,0.0025615410230794846,True,0.9348215
[{'exam'}],0.7487889478358425,0.8460686600221483,64,"{1.0: 21, 0.0: 43}",0.00999000999000999,0.015136378772742409,True,0.9348215
[{'hello'}],0.7464841865674867,0.8406862745098039,46,"{1.0: 34, 0.0: 12}",0.017982017982017984,0.02247752247752248,True,0.9348215
[{'well'}],0.740307761254313,0.8840046799264584,410,"{0.0: 193, 1.0: 217}",0.000999000999000999,0.0025615410230794846,True,0.9348215
[{'even'}],0.7355734092796009,0.8780246913580246,206,"{0.0: 125, 1.0: 81}",0.003996003996003996,0.007010533326322801,True,0.9348215
[{'eat'}],0.7329644709525773,0.8620689655172414,66,"{1.0: 29, 0.0: 37}",0.015984015984015984,0.0210315999789684,True,0.9348215
"[{'i'}, {'miss'}, {'my'}]",0.7183224341436802,0.7114754098360656,66,"{0.0: 61, 1.0: 5}",0.004995004995004995,0.008466110161025416,True,0.9348215
[{'%'}],0.711716954996886,0.8761904761904762,22,"{1.0: 7, 0.0: 15}",0.16283716283716285,0.16448198266380085,False,0.9348215
[{'fell'}],0.709972309166271,0.8809523809523809,23,"{0.0: 21, 1.0: 2}",0.23376623376623376,0.23376623376623376,False,0.9348215
"[{'USER'}, {'sorry'}]",0.6465661158527908,0.8297720797720798,201,"{1.0: 45, 0.0: 156}",0.000999000999000999,0.0025615410230794846,True,0.9348215
"[{'USER'}, {'then'}]",0.6362050988195175,0.8269927536231885,152,"{0.0: 60, 1.0: 92}",0.000999000999000999,0.0025615410230794846,True,0.9348215
"[{'USER'}, {'will'}]",0.6237759705249007,0.8460253197095302,262,"{0.0: 91, 1.0: 171}",0.000999000999000999,0.0025615410230794846,True,0.9348215
"[{'me'}, {'you'}]",0.6236642818712281,0.8284615384615385,127,"{1.0: 75, 0.0: 52}",0.000999000999000999,0.0025615410230794846,True,0.9348215
"[{'USER'}, {'never'}]",0.6228531871073288,0.8242537313432836,107,"{1.0: 40, 0.0: 67}",0.001998001998001998,0.004251068080855315,True,0.9348215
"[{'USER'}, {'reply'}]",0.6173482195660827,0.7916666666666666,34,"{1.0: 22, 0.0: 12}",0.00999000999000999,0.015136378772742409,True,0.9348215
