pattern,quality,support,pattern_auc,global_auc,theta
"[{'OTHER_C_GAP_LONG'}, {'OTHER_D_GAP_LONG'}, {'WITHDRAW_D_GAP_LONG'}, {'OTHER_D_GAP_LONG'}, {'OTHER_D_GAP_LONG'}]",2.276463686570659,461,0.6644245142002989,0.904040404040404,0.5
"[{'OTHER_A_GAP_SHORT'}, {'OTHER_D_GAP_LONG'}, {'WITHDRAW_B_GAP_LONG'}, {'OTHER_C_GAP_LONG'}]",2.1986231033873604,613,0.6895973154362416,0.904040404040404,0.5
"[{'OTHER_C_GAP_MED'}, {'WITHDRAW_D_GAP_MED'}, {'WITHDRAW_D_GAP_SHORT'}, {'WITHDRAW_C_GAP_SHORT'}]",2.1960108796846587,640,0.6920417769932333,0.904040404040404,0.5
"[{'OTHER_D_GAP_LONG'}, {'WITHDRAW_D_GAP_MED'}, {'WITHDRAW_D_GAP_SHORT'}, {'WITHDRAW_C_GAP_LONG'}, {'WITHDRAW_D_GAP_MED'}, {'OTHER_D_GAP_LONG'}]",2.1365967056375768,586,0.6824149695027396,0.904040404040404,0.5
"[{'OTHER_D_GAP_LONG'}, {'OTHER_C_GAP_LONG'}, {'OTHER_A_GAP_MED'}, {'WITHDRAW_D_GAP_MED'}, {'OTHER_A_GAP_MED'}]",2.104881804760494,423,0.6696609678354101,0.904040404040404,0.5
"[{'OTHER_D_GAP_LONG'}, {'OTHER_C_GAP_LONG'}, {'OTHER_A_GAP_LONG'}, {'OTHER_C_GAP_LONG'}, {'OTHER_A_GAP_LONG'}]",1.7451530061939193,340,0.6814024390243902,0.904040404040404,0.5
"[{'OTHER_C_GAP_LONG'}, {'WITHDRAW_C_GAP_LONG'}, {'OTHER_D_GAP_MED'}, {'WITHDRAW_B_GAP_LONG'}]",1.57501613783806,663,0.7317426584234932,0.904040404040404,0.5
"[{'OTHER_A_GAP_SHORT'}, {'OTHER_C_GAP_LONG'}, {'OTHER_A_GAP_MED'}, {'OTHER_C_GAP_LONG'}, {'WITHDRAW_C_GAP_MED'}, {'WITHDRAW_B_GAP_MED'}]",1.545874470341615,394,0.698989898989899,0.904040404040404,0.5
"[{'OTHER_A_GAP_SHORT'}, {'OTHER_A_GAP_LONG'}, {'WITHDRAW_B_GAP_MED'}, {'WITHDRAW_B_GAP_MED'}, {'OTHER_D_GAP_LONG'}, {'WITHDRAW_B_GAP_MED'}]",1.4081558215843577,796,0.7407852564102564,0.904040404040404,0.5
"[{'OTHER_A_GAP_SHORT'}, {'OTHER_C_GAP_LONG'}, {'WITHDRAW_B_GAP_SHORT'}, {'WITHDRAW_C_GAP_MED'}, {'OTHER_C_GAP_MED'}]",1.3853557544885922,637,0.7377277599142551,0.904040404040404,0.5
"[{'OTHER_D_GAP_LONG'}, {'OTHER_C_GAP_SHORT'}, {'OTHER_C_GAP_SHORT'}, {'OTHER_A_GAP_MED'}]",1.378025068269612,359,0.7193650793650794,0.904040404040404,0.5
"[{'OTHER_C_GAP_LONG'}, {'OTHER_A_GAP_LONG'}, {'OTHER_A_GAP_LONG'}, {'WITHDRAW_B_GAP_MED'}, {'WITHDRAW_D_GAP_LONG'}]",1.3722299803810318,455,0.7241559345631744,0.904040404040404,0.5
"[{'OTHER_A_GAP_SHORT'}, {'OTHER_D_GAP_LONG'}, {'OTHER_A_GAP_LONG'}, {'OTHER_B_GAP_LONG'}, {'WITHDRAW_B_GAP_LONG'}, {'OTHER_C_GAP_LONG'}]",1.352996333642346,242,0.6890756302521008,0.904040404040404,0.5
"[{'OTHER_A_GAP_SHORT'}, {'OTHER_D_GAP_LONG'}, {'OTHER_A_GAP_SHORT'}, {'WITHDRAW_A_GAP_SHORT'}, {'OTHER_C_GAP_MED'}, {'OTHER_A_GAP_MED'}]",1.3153701759564898,555,0.7321233326044172,0.904040404040404,0.5
"[{'OTHER_A_GAP_SHORT'}, {'OTHER_C_GAP_LONG'}, {'OTHER_C_GAP_LONG'}, {'WITHDRAW_B_GAP_LONG'}, {'OTHER_A_GAP_LONG'}, {'OTHER_B_GAP_LONG'}]",1.2342901183686847,236,0.6987179487179487,0.904040404040404,0.5
"[{'OTHER_A_GAP_SHORT'}, {'OTHER_D_GAP_LONG'}, {'OTHER_B_GAP_LONG'}, {'OTHER_A_GAP_LONG'}, {'WITHDRAW_C_GAP_LONG'}, {'WITHDRAW_B_GAP_LONG'}]",1.1271744624609745,458,0.7389380530973452,0.904040404040404,0.5
