pattern,quality,support,pattern_accuracy,global_accuracy,dataset_size
"[{'NE_1_1'}, {'E_1_0'}, {'N_0_1'}, {'S_0_1'}]",0.4013679787220641,836,0.9186602870813397,0.9688331432915241,5262
"[{'NE_1_1'}, {'S_0_1'}, {'W_1_0'}, {'W_1_0'}, {'STAY_0_0'}, {'NE_1_1'}]",0.3985949489398599,230,0.8608695652173913,0.9688331432915241,5262
"[{'NE_1_1'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'W_1_0'}, {'STAY_0_0'}, {'W_1_0'}]",0.3890597303327279,179,0.8324022346368715,0.9688331432915241,5262
"[{'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'W_1_0'}, {'SW_1_1'}, {'STAY_0_0'}, {'N_0_1'}, {'W_1_0'}, {'W_1_0'}, {'W_1_0'}]",0.3773882313236496,135,0.8,0.9688331432915241,5262
"[{'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'SW_1_1'}, {'STAY_0_0'}, {'E_1_0'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}]",0.3749276427254088,211,0.8246445497630331,0.9688331432915241,5262
"[{'NE_1_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'STAY_0_0'}]",0.3701838287665482,105,0.7904761904761904,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'W_1_0'}, {'STAY_0_0'}]",0.3629960561000176,229,0.8558951965065502,0.9688331432915241,5262
"[{'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'W_1_0'}, {'STAY_0_0'}, {'E_1_0'}, {'NE_1_1'}, {'N_0_1'}, {'N_0_1'}, {'W_1_0'}]",0.3607422194250205,164,0.8109756097560976,0.9688331432915241,5262
"[{'NE_1_1'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'W_1_0'}, {'STAY_0_0'}, {'W_1_0'}]",0.35873734751508346,205,0.8536585365853658,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'W_1_0'}, {'S_0_1'}, {'E_1_0'}]",0.34961975248069277,226,0.8584070796460177,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'S_0_1'}]",0.34064207794485757,896,0.9151785714285714,0.9688331432915241,5262
"[{'NE_1_1'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'NE_1_1'}, {'E_1_0'}, {'STAY_0_0'}]",0.34021519025409974,195,0.8564102564102564,0.9688331432915241,5262
"[{'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'W_1_0'}, {'SW_1_1'}, {'STAY_0_0'}, {'E_1_0'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}]",0.33513845052374003,150,0.8,0.9688331432915241,5262
"[{'NE_1_1'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'S_0_1'}]",0.33277382664387556,708,0.9138418079096046,0.9688331432915241,5262
"[{'NE_1_1'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'STAY_0_0'}]",0.33021719088022294,474,0.8924050632911392,0.9688331432915241,5262
"[{'NE_1_1'}, {'NE_1_1'}, {'E_1_0'}, {'NE_1_1'}, {'W_1_0'}, {'STAY_0_0'}]",0.32843163254680763,249,0.8795180722891566,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'E_1_0'}, {'S_0_1'}, {'E_1_0'}]",0.3276030388108061,209,0.861244019138756,0.9688331432915241,5262
"[{'NE_1_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'W_1_0'}, {'W_1_0'}, {'W_1_0'}, {'STAY_0_0'}]",0.32539083213328324,125,0.8,0.9688331432915241,5262
"[{'N_0_1'}, {'NE_1_1'}, {'E_1_0'}, {'S_0_1'}, {'STAY_0_0'}]",0.31913401766098803,397,0.9093198992443325,0.9688331432915241,5262
"[{'NE_1_1'}, {'N_0_1'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}]",0.3125128894402256,603,0.9170812603648425,0.9688331432915241,5262
"[{'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'SW_1_1'}, {'STAY_0_0'}, {'NE_1_1'}, {'E_1_0'}, {'N_0_1'}]",0.3088882458629181,131,0.8396946564885496,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'E_1_0'}, {'NE_1_1'}, {'S_0_1'}, {'SE_1_1'}]",0.3064008828113459,181,0.8784530386740331,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'S_0_1'}, {'SW_1_1'}]",0.3041097183168988,344,0.8924418604651163,0.9688331432915241,5262
"[{'E_1_0'}, {'E_1_0'}, {'W_1_0'}, {'W_1_0'}, {'SW_1_1'}, {'STAY_0_0'}, {'E_1_0'}, {'E_1_0'}, {'NE_1_1'}]",0.3012329878834651,115,0.8260869565217391,0.9688331432915241,5262
"[{'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'W_1_0'}, {'W_1_0'}, {'W_1_0'}, {'W_1_0'}, {'W_1_0'}, {'STAY_0_0'}, {'E_1_0'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}]",0.3008467575526912,176,0.8125,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'NE_1_1'}, {'S_0_1'}, {'SW_1_1'}]",0.2964032046878148,382,0.9162303664921466,0.9688331432915241,5262
"[{'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'NE_1_1'}, {'S_0_1'}, {'STAY_0_0'}, {'E_1_0'}]",0.2963915523696937,124,0.8548387096774194,0.9688331432915241,5262
"[{'NE_1_1'}, {'E_1_0'}, {'E_1_0'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'STAY_0_0'}, {'W_1_0'}, {'W_1_0'}]",0.2932184086724421,220,0.8409090909090909,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'W_1_0'}, {'S_0_1'}]",0.29127607609633877,810,0.9098765432098765,0.9688331432915241,5262
"[{'NE_1_1'}, {'E_1_0'}, {'E_1_0'}, {'N_0_1'}, {'N_0_1'}, {'W_1_0'}, {'STAY_0_0'}]",0.2900488468165785,317,0.8801261829652997,0.9688331432915241,5262
"[{'E_1_0'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'W_1_0'}, {'E_1_0'}]",0.28936477625236534,202,0.8316831683168316,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'W_1_0'}]",0.2869653123507061,153,0.8300653594771242,0.9688331432915241,5262
"[{'NE_1_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'NW_1_1'}, {'N_0_1'}, {'E_1_0'}, {'S_0_1'}]",0.28397663635374426,149,0.8389261744966443,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'S_0_1'}, {'E_1_0'}]",0.28231612937053097,130,0.8461538461538461,0.9688331432915241,5262
"[{'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'SE_1_1'}, {'S_0_1'}, {'S_0_1'}, {'W_1_0'}, {'STAY_0_0'}, {'E_1_0'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}]",0.2803534382878994,108,0.7962962962962963,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'NE_1_1'}, {'W_1_0'}, {'S_0_1'}, {'SE_1_1'}]",0.27646506282655636,167,0.8862275449101796,0.9688331432915241,5262
"[{'E_1_0'}, {'E_1_0'}, {'NW_1_1'}, {'N_0_1'}, {'N_0_1'}, {'S_0_1'}]",0.2754022502097455,426,0.903755868544601,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'S_0_1'}, {'S_0_1'}, {'W_1_0'}]",0.2752466105768687,464,0.9051724137931034,0.9688331432915241,5262
"[{'NE_1_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'W_1_0'}, {'W_1_0'}, {'STAY_0_0'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}]",0.27472876865854157,107,0.8037383177570093,0.9688331432915241,5262
"[{'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'W_1_0'}, {'STAY_0_0'}, {'E_1_0'}, {'NE_1_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}]",0.2742398948211091,169,0.8284023668639053,0.9688331432915241,5262
"[{'NE_1_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'NW_1_1'}, {'W_1_0'}, {'S_0_1'}, {'S_0_1'}, {'W_1_0'}]",0.2741991356533636,136,0.8382352941176471,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'E_1_0'}, {'N_0_1'}, {'W_1_0'}, {'E_1_0'}]",0.27402120147243114,403,0.9032258064516129,0.9688331432915241,5262
"[{'NE_1_1'}, {'N_0_1'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}]",0.2739685762559223,466,0.9055793991416309,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'E_1_0'}, {'N_0_1'}, {'W_1_0'}, {'E_1_0'}]",0.2734123458681982,237,0.8776371308016878,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'S_0_1'}, {'S_0_1'}, {'E_1_0'}]",0.2709908668049432,150,0.8533333333333334,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'S_0_1'}, {'S_0_1'}]",0.2697599493284423,551,0.9092558983666061,0.9688331432915241,5262
"[{'NE_1_1'}, {'N_0_1'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'S_0_1'}]",0.26970108289810013,460,0.9065217391304348,0.9688331432915241,5262
"[{'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'W_1_0'}, {'STAY_0_0'}]",0.2690353563628537,619,0.9111470113085622,0.9688331432915241,5262
"[{'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'W_1_0'}, {'STAY_0_0'}, {'E_1_0'}]",0.2671420646216699,178,0.848314606741573,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'E_1_0'}, {'NE_1_1'}, {'S_0_1'}, {'S_0_1'}, {'E_1_0'}]",0.26671846252801035,201,0.8756218905472637,0.9688331432915241,5262
"[{'NE_1_1'}, {'NE_1_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'STAY_0_0'}]",0.26430491742739726,575,0.9113043478260869,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'E_1_0'}, {'S_0_1'}, {'E_1_0'}, {'STAY_0_0'}]",0.2612007104674495,259,0.8996138996138996,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'W_1_0'}, {'W_1_0'}, {'S_0_1'}]",0.2608010614884261,877,0.9179019384264538,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'S_0_1'}, {'W_1_0'}]",0.2602882244634964,597,0.9128978224455612,0.9688331432915241,5262
"[{'N_0_1'}, {'E_1_0'}, {'W_1_0'}, {'W_1_0'}, {'SW_1_1'}, {'STAY_0_0'}, {'E_1_0'}]",0.25958605906220544,205,0.8780487804878049,0.9688331432915241,5262
"[{'E_1_0'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'S_0_1'}]",0.2591603042805328,810,0.917283950617284,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'NW_1_1'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'W_1_0'}]",0.25687936143569556,129,0.8527131782945736,0.9688331432915241,5262
"[{'NE_1_1'}, {'E_1_0'}, {'NE_1_1'}, {'E_1_0'}, {'E_1_0'}, {'STAY_0_0'}]",0.2568583932241517,577,0.9133448873483535,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'S_0_1'}]",0.25573663231442034,820,0.9182926829268293,0.9688331432915241,5262
"[{'NE_1_1'}, {'E_1_0'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'STAY_0_0'}]",0.25539505532767515,749,0.9172229639519359,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'W_1_0'}, {'S_0_1'}, {'SW_1_1'}]",0.2532803484835402,315,0.8888888888888888,0.9688331432915241,5262
"[{'NE_1_1'}, {'E_1_0'}, {'W_1_0'}, {'W_1_0'}, {'N_0_1'}, {'W_1_0'}]",0.2515998959462685,645,0.9162790697674419,0.9688331432915241,5262
"[{'N_0_1'}, {'NE_1_1'}, {'S_0_1'}, {'E_1_0'}, {'S_0_1'}, {'W_1_0'}]",0.2506194787796152,347,0.9077809798270894,0.9688331432915241,5262
"[{'E_1_0'}, {'E_1_0'}, {'W_1_0'}, {'N_0_1'}, {'S_0_1'}, {'S_0_1'}]",0.2503196457916782,296,0.9054054054054054,0.9688331432915241,5262
"[{'E_1_0'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'W_1_0'}, {'STAY_0_0'}, {'W_1_0'}]",0.24992938305935986,420,0.8952380952380953,0.9688331432915241,5262
"[{'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'W_1_0'}, {'STAY_0_0'}, {'E_1_0'}, {'NE_1_1'}, {'N_0_1'}, {'N_0_1'}]",0.24933178715347715,211,0.8483412322274881,0.9688331432915241,5262
"[{'E_1_0'}, {'NE_1_1'}, {'E_1_0'}, {'E_1_0'}, {'NE_1_1'}, {'E_1_0'}, {'E_1_0'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'STAY_0_0'}]",0.24896454091257136,110,0.8181818181818182,0.9688331432915241,5262
"[{'NE_1_1'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'W_1_0'}]",0.24836798912138047,554,0.9151624548736462,0.9688331432915241,5262
"[{'NE_1_1'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'W_1_0'}]",0.24720942785658262,400,0.895,0.9688331432915241,5262
"[{'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'W_1_0'}, {'W_1_0'}, {'W_1_0'}, {'W_1_0'}, {'STAY_0_0'}, {'E_1_0'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}]",0.24614929959907816,235,0.8382978723404255,0.9688331432915241,5262
"[{'NE_1_1'}, {'E_1_0'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'S_0_1'}]",0.24613068897403467,503,0.9145129224652088,0.9688331432915241,5262
"[{'NE_1_1'}, {'N_0_1'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'STAY_0_0'}]",0.24563472535221875,256,0.88671875,0.9688331432915241,5262
"[{'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'STAY_0_0'}, {'E_1_0'}, {'NE_1_1'}, {'N_0_1'}]",0.24408442608664227,290,0.8896551724137931,0.9688331432915241,5262
"[{'NE_1_1'}, {'N_0_1'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}]",0.2436286364243112,141,0.8368794326241135,0.9688331432915241,5262
"[{'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'W_1_0'}, {'W_1_0'}, {'W_1_0'}, {'W_1_0'}, {'SW_1_1'}, {'E_1_0'}, {'STAY_0_0'}]",0.2431364272834733,230,0.8521739130434782,0.9688331432915241,5262
"[{'NE_1_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'W_1_0'}, {'W_1_0'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}]",0.2425534252042595,204,0.8578431372549019,0.9688331432915241,5262
"[{'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'W_1_0'}, {'STAY_0_0'}, {'E_1_0'}, {'E_1_0'}, {'N_0_1'}, {'N_0_1'}]",0.24198791318152546,161,0.8198757763975155,0.9688331432915241,5262
"[{'NE_1_1'}, {'E_1_0'}, {'S_0_1'}, {'W_1_0'}, {'N_0_1'}, {'N_0_1'}]",0.24179720227853563,627,0.9186602870813397,0.9688331432915241,5262
"[{'N_0_1'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'W_1_0'}, {'E_1_0'}]",0.24146910583697068,388,0.9123711340206185,0.9688331432915241,5262
"[{'NE_1_1'}, {'E_1_0'}, {'S_0_1'}, {'SW_1_1'}, {'W_1_0'}, {'NE_1_1'}]",0.2412648853914927,402,0.9129353233830846,0.9688331432915241,5262
"[{'E_1_0'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'S_0_1'}, {'E_1_0'}]",0.24048653763731898,501,0.9161676646706587,0.9688331432915241,5262
"[{'E_1_0'}, {'NE_1_1'}, {'N_0_1'}, {'W_1_0'}, {'SW_1_1'}, {'E_1_0'}, {'E_1_0'}]",0.24033137508388347,155,0.8774193548387097,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'E_1_0'}, {'NE_1_1'}, {'E_1_0'}, {'S_0_1'}, {'SE_1_1'}]",0.23859639734367344,166,0.8795180722891566,0.9688331432915241,5262
"[{'NE_1_1'}, {'E_1_0'}, {'E_1_0'}, {'SW_1_1'}, {'W_1_0'}, {'NE_1_1'}]",0.23850656960015004,407,0.914004914004914,0.9688331432915241,5262
"[{'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'W_1_0'}, {'W_1_0'}, {'SW_1_1'}, {'STAY_0_0'}, {'N_0_1'}, {'W_1_0'}]",0.23849121534982054,215,0.8511627906976744,0.9688331432915241,5262
"[{'NE_1_1'}, {'N_0_1'}, {'E_1_0'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'STAY_0_0'}]",0.23823838401178155,287,0.8780487804878049,0.9688331432915241,5262
"[{'E_1_0'}, {'E_1_0'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'E_1_0'}, {'STAY_0_0'}, {'W_1_0'}]",0.23818982506103392,106,0.8113207547169812,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'W_1_0'}, {'W_1_0'}, {'S_0_1'}]",0.23571793295879195,765,0.9084967320261438,0.9688331432915241,5262
"[{'NE_1_1'}, {'NE_1_1'}, {'N_0_1'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}]",0.23546459604964654,303,0.9108910891089109,0.9688331432915241,5262
"[{'NE_1_1'}, {'E_1_0'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'S_0_1'}, {'SW_1_1'}, {'W_1_0'}]",0.23522451557882174,191,0.8691099476439791,0.9688331432915241,5262
"[{'NE_1_1'}, {'NE_1_1'}, {'NE_1_1'}, {'E_1_0'}, {'NE_1_1'}, {'S_0_1'}]",0.23390078750463372,239,0.9079497907949791,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'E_1_0'}, {'NE_1_1'}, {'S_0_1'}, {'S_0_1'}]",0.23347326105314503,445,0.9168539325842696,0.9688331432915241,5262
"[{'NE_1_1'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'W_1_0'}, {'W_1_0'}, {'W_1_0'}, {'STAY_0_0'}, {'W_1_0'}]",0.23323466514331137,120,0.825,0.9688331432915241,5262
"[{'NE_1_1'}, {'W_1_0'}, {'STAY_0_0'}, {'NE_1_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}]",0.23262152324263563,128,0.859375,0.9688331432915241,5262
"[{'NE_1_1'}, {'W_1_0'}, {'E_1_0'}, {'E_1_0'}, {'N_0_1'}, {'N_0_1'}, {'STAY_0_0'}]",0.23200869811624358,212,0.8867924528301887,0.9688331432915241,5262
"[{'E_1_0'}, {'NE_1_1'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'SW_1_1'}, {'W_1_0'}, {'STAY_0_0'}, {'NE_1_1'}]",0.23019268584972896,174,0.8563218390804598,0.9688331432915241,5262
"[{'N_0_1'}, {'E_1_0'}, {'NE_1_1'}, {'S_0_1'}, {'S_0_1'}, {'E_1_0'}]",0.22983977038446546,424,0.9174528301886793,0.9688331432915241,5262
"[{'N_0_1'}, {'NE_1_1'}, {'NE_1_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}]",0.22755441436175416,400,0.9175,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'NE_1_1'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'W_1_0'}]",0.22747157659133654,317,0.8958990536277602,0.9688331432915241,5262
"[{'NE_1_1'}, {'N_0_1'}, {'E_1_0'}, {'NE_1_1'}, {'S_0_1'}, {'S_0_1'}]",0.22648865688616082,331,0.9154078549848943,0.9688331432915241,5262
"[{'NE_1_1'}, {'N_0_1'}, {'E_1_0'}, {'SE_1_1'}, {'SW_1_1'}, {'W_1_0'}]",0.2256932097684169,236,0.9110169491525424,0.9688331432915241,5262
"[{'NE_1_1'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'S_0_1'}, {'W_1_0'}, {'W_1_0'}]",0.22479778929210537,428,0.9018691588785047,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}]",0.2246047288874038,416,0.9014423076923077,0.9688331432915241,5262
"[{'NE_1_1'}, {'NE_1_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'E_1_0'}, {'STAY_0_0'}]",0.2229019443640392,175,0.8857142857142857,0.9688331432915241,5262
"[{'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'W_1_0'}, {'E_1_0'}, {'S_0_1'}, {'W_1_0'}]",0.2227251131124739,123,0.8373983739837398,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'E_1_0'}, {'N_0_1'}, {'N_0_1'}, {'W_1_0'}, {'W_1_0'}, {'STAY_0_0'}]",0.2227251131124739,123,0.8373983739837398,0.9688331432915241,5262
"[{'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'STAY_0_0'}, {'S_0_1'}]",0.22225982342081674,237,0.8776371308016878,0.9688331432915241,5262
"[{'N_0_1'}, {'NE_1_1'}, {'E_1_0'}, {'SE_1_1'}, {'E_1_0'}, {'E_1_0'}]",0.22171597470000803,354,0.9180790960451978,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'SE_1_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}]",0.22119095621435525,139,0.841726618705036,0.9688331432915241,5262
"[{'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'W_1_0'}, {'S_0_1'}]",0.22078732953553426,732,0.9112021857923497,0.9688331432915241,5262
"[{'E_1_0'}, {'E_1_0'}, {'W_1_0'}, {'W_1_0'}, {'W_1_0'}, {'W_1_0'}, {'STAY_0_0'}, {'E_1_0'}, {'NE_1_1'}, {'N_0_1'}, {'N_0_1'}, {'W_1_0'}, {'W_1_0'}, {'W_1_0'}]",0.21911162393313566,119,0.8067226890756303,0.9688331432915241,5262
