pattern,quality,support,pattern_auc,global_auc,theta
"[{'O'}, {'X'}]",0.5579176820262222,466,0.8597708807580553,0.9043943267734351,0.5
"[{'T'}, {'U'}]",0.5346932928725996,510,0.8790605389442598,0.9043943267734351,0.5
"[{'U'}, {'V'}]",0.5344106170183365,515,0.8794264150943396,0.9043943267734351,0.5
"[{'V'}, {'N'}]",0.5325919169002499,489,0.8811809969889595,0.9043943267734351,0.5
"[{'W'}, {'W'}]",0.5323977259941876,493,0.881460970464135,0.9043943267734351,0.5
"[{'V'}, {'W'}]",0.5310987214750893,468,0.8828040633293676,0.9043943267734351,0.5
"[{'V'}, {'T'}]",0.5309479802533654,517,0.883528880866426,0.9043943267734351,0.5
"[{'X'}, {'T'}]",0.5307928127418143,506,0.8836190714553873,0.9043943267734351,0.5
"[{'M'}, {'U'}]",0.5306251406008075,479,0.8835566126831997,0.9043943267734351,0.5
"[{'O'}, {'U'}]",0.5296632512557307,459,0.8846841704718418,0.9043943267734351,0.5
"[{'O'}, {'W'}]",0.5281849737091471,446,0.8868376068376068,0.9043943267734351,0.5
"[{'U'}, {'Y'}]",0.5273609582123332,508,0.8887749234618552,0.9043943267734351,0.5
"[{'O'}, {'N'}]",0.5269863829420042,472,0.8891645096347426,0.9043943267734351,0.5
"[{'U'}, {'U'}]",0.5268341735951496,508,0.8897214606181455,0.9043943267734351,0.5
"[{'W'}, {'M'}]",0.5265620760219987,475,0.8899953682260306,0.9043943267734351,0.5
"[{'M'}, {'N'}]",0.5263255551024488,473,0.890450643776824,0.9043943267734351,0.5
"[{'O'}, {'O'}]",0.5258458785863522,485,0.8915379906128835,0.9043943267734351,0.5
"[{'O'}, {'P'}]",0.5257849150434606,477,0.8916177349600928,0.9043943267734351,0.5
"[{'W'}, {'X'}]",0.525775727289997,528,0.8919578161991534,0.9043943267734351,0.5
"[{'M'}, {'Y'}]",0.5255096495091417,447,0.8920388427430681,0.9043943267734351,0.5
"[{'Z'}, {'W'}]",0.5251625169267075,458,0.8929525335775335,0.9043943267734351,0.5
"[{'U'}, {'O'}]",0.5251444728931365,492,0.8932000330496572,0.9043943267734351,0.5
"[{'W'}, {'T'}]",0.5249901213536565,503,0.8936476316954405,0.9043943267734351,0.5
"[{'M'}, {'X'}]",0.5248168825477899,469,0.8939162112932604,0.9043943267734351,0.5
"[{'M'}, {'O'}]",0.5248150076409785,484,0.8940033855992339,0.9043943267734351,0.5
"[{'V'}, {'Z'}]",0.5247906480355655,490,0.8941007097897415,0.9043943267734351,0.5
"[{'O'}, {'Y'}]",0.5247820570743182,466,0.893994104642594,0.9043943267734351,0.5
"[{'X'}, {'Z'}]",0.5247819229669817,462,0.8939720332577474,0.9043943267734351,0.5
"[{'U'}, {'V'}, {'W'}]",0.46839071848184366,36,0.7843749999999999,0.9043943267734351,0.5
"[{'N'}, {'X'}, {'Z'}]",0.4337669523868507,30,0.8148148148148149,0.9043943267734351,0.5
"[{'X'}, {'Z'}, {'X'}]",0.43342620808188415,40,0.8214285714285714,0.9043943267734351,0.5
"[{'O'}, {'N'}, {'U'}]",0.4236243069168514,31,0.8291666666666667,0.9043943267734351,0.5
"[{'V'}, {'O'}, {'U'}]",0.4176721592248711,49,0.8455882352941176,0.9043943267734351,0.5
"[{'M'}, {'N'}, {'N'}]",0.4139379942225081,44,0.85,0.9043943267734351,0.5
"[{'U'}, {'V'}, {'U'}]",0.4139103503406716,34,0.8464285714285714,0.9043943267734351,0.5
"[{'W'}, {'N'}, {'X'}]",0.4135309888702349,48,0.8518518518518519,0.9043943267734351,0.5
"[{'P'}, {'U'}, {'T'}]",0.40744641836398354,43,0.8622222222222222,0.9043943267734351,0.5
"[{'W'}, {'M'}, {'T'}]",0.40734422930905634,39,0.8614130434782609,0.9043943267734351,0.5
"[{'P'}, {'P'}, {'N'}]",0.40635114458153176,31,0.8613445378151261,0.9043943267734351,0.5
"[{'X'}, {'Y'}, {'W'}]",0.4059596879160199,41,0.8651960784313726,0.9043943267734351,0.5
"[{'M'}, {'V'}, {'M'}]",0.40544189406651954,37,0.8654970760233918,0.9043943267734351,0.5
"[{'U'}, {'O'}, {'V'}]",0.40105957476652654,40,0.8797953964194374,0.9043943267734351,0.5
"[{'T'}, {'U'}, {'X'}]",0.40094487614553387,45,0.8809523809523809,0.9043943267734351,0.5
"[{'Z'}, {'W'}, {'O'}]",0.3988831405523403,43,0.891111111111111,0.9043943267734351,0.5
"[{'X'}, {'V'}, {'V'}]",0.39864317169887253,42,0.8928571428571428,0.9043943267734351,0.5
