pattern,quality,pattern_auc,support,class_balance,p_value,corrected_p,is_sig,global_auc
"[{'O'}, {'X'}]",0.5579176820262222,0.8597708807580553,466,"{0.0: 249, 1.0: 217}",0.0019980019980019,0.0759240759240759,False,0.9043943267734352
"[{'T'}, {'U'}]",0.5346932928725996,0.8790605389442598,510,"{0.0: 258, 1.0: 252}",0.0249750249750249,0.2243211334120424,False,0.9043943267734352
"[{'U'}, {'V'}]",0.5344106170183365,0.8794264150943396,515,"{1.0: 265, 0.0: 250}",0.0339660339660339,0.2243211334120424,False,0.9043943267734352
"[{'V'}, {'N'}]",0.5325919169002499,0.8811809969889595,489,"{0.0: 245, 1.0: 244}",0.0329670329670329,0.2243211334120424,False,0.9043943267734352
"[{'W'}, {'W'}]",0.5323977259941876,0.881460970464135,493,"{0.0: 237, 1.0: 256}",0.0439560439560439,0.2243211334120424,False,0.9043943267734352
"[{'V'}, {'W'}]",0.5310987214750893,0.8828040633293676,468,"{0.0: 223, 1.0: 245}",0.0539460539460539,0.2243211334120424,False,0.9043943267734352
"[{'V'}, {'T'}]",0.5309479802533654,0.883528880866426,517,"{0.0: 240, 1.0: 277}",0.0539460539460539,0.2243211334120424,False,0.9043943267734352
"[{'X'}, {'T'}]",0.5307928127418143,0.8836190714553873,506,"{0.0: 262, 1.0: 244}",0.0609390609390609,0.2243211334120424,False,0.9043943267734352
"[{'M'}, {'U'}]",0.5306251406008075,0.8835566126831997,479,"{1.0: 226, 0.0: 253}",0.0439560439560439,0.2243211334120424,False,0.9043943267734352
"[{'O'}, {'U'}]",0.5296632512557307,0.8846841704718418,459,"{0.0: 219, 1.0: 240}",0.0709290709290709,0.2246087246087246,False,0.9043943267734352
"[{'O'}, {'W'}]",0.5281849737091471,0.8868376068376068,446,"{1.0: 221, 0.0: 225}",0.1028971028971029,0.2519298882935246,False,0.9043943267734352
"[{'U'}, {'Y'}]",0.5273609582123332,0.8887749234618552,508,"{0.0: 267, 1.0: 241}",0.1158841158841158,0.2519298882935246,False,0.9043943267734352
"[{'O'}, {'N'}]",0.5269863829420042,0.8891645096347426,472,"{1.0: 228, 0.0: 244}",0.1198801198801198,0.2519298882935246,False,0.9043943267734352
"[{'U'}, {'U'}]",0.5268341735951496,0.8897214606181455,508,"{0.0: 272, 1.0: 236}",0.1098901098901098,0.2519298882935246,False,0.9043943267734352
"[{'W'}, {'M'}]",0.5265620760219987,0.8899953682260306,475,"{0.0: 221, 1.0: 254}",0.1418581418581418,0.2519298882935246,False,0.9043943267734352
"[{'M'}, {'N'}]",0.5263255551024488,0.890450643776824,473,"{0.0: 240, 1.0: 233}",0.1578421578421578,0.2519298882935246,False,0.9043943267734352
"[{'O'}, {'O'}]",0.5258458785863522,0.8915379906128835,485,"{0.0: 244, 1.0: 241}",0.1828171828171828,0.2519298882935246,False,0.9043943267734352
"[{'O'}, {'P'}]",0.5257849150434606,0.8916177349600928,477,"{0.0: 238, 1.0: 239}",0.1728271728271728,0.2519298882935246,False,0.9043943267734352
"[{'W'}, {'X'}]",0.525775727289997,0.8919578161991534,528,"{0.0: 263, 1.0: 265}",0.1568431568431568,0.2519298882935246,False,0.9043943267734352
"[{'M'}, {'Y'}]",0.5255096495091417,0.8920388427430681,447,"{1.0: 234, 0.0: 213}",0.1688311688311688,0.2519298882935246,False,0.9043943267734352
"[{'X'}, {'O'}]",0.5253914900790619,0.8924444937422586,466,"{0.0: 247, 1.0: 219}",0.1678321678321678,0.2519298882935246,False,0.9043943267734352
"[{'Z'}, {'W'}]",0.5251625169267075,0.8929525335775335,458,"{0.0: 224, 1.0: 234}",0.1758241758241758,0.2519298882935246,False,0.9043943267734352
"[{'U'}, {'O'}]",0.5251444728931365,0.8932000330496572,492,"{0.0: 245, 1.0: 247}",0.2017982017982018,0.2519298882935246,False,0.9043943267734352
"[{'W'}, {'T'}]",0.5249901213536565,0.8936476316954405,503,"{1.0: 252, 0.0: 251}",0.2037962037962038,0.2519298882935246,False,0.9043943267734352
"[{'M'}, {'X'}]",0.5248168825477899,0.8939162112932604,469,"{1.0: 244, 0.0: 225}",0.2267732267732267,0.2534524299230181,False,0.9043943267734352
"[{'M'}, {'O'}]",0.5248150076409785,0.8940033855992339,484,"{0.0: 251, 1.0: 233}",0.2147852147852147,0.2519298882935246,False,0.9043943267734352
"[{'V'}, {'Z'}]",0.5247906480355655,0.8941007097897415,490,"{0.0: 228, 1.0: 262}",0.2187812187812187,0.2519298882935246,False,0.9043943267734352
"[{'O'}, {'Y'}]",0.5247820570743182,0.893994104642594,466,"{1.0: 230, 0.0: 236}",0.2147852147852147,0.2519298882935246,False,0.9043943267734352
"[{'X'}, {'Z'}]",0.5247819229669817,0.8939720332577474,462,"{0.0: 252, 1.0: 210}",0.2157842157842157,0.2519298882935246,False,0.9043943267734352
"[{'V'}, {'W'}, {'M'}]",0.4412373788677577,0.8121693121693122,39,"{0.0: 18, 1.0: 21}",0.0459540459540459,0.2243211334120424,False,0.9043943267734352
"[{'U'}, {'V'}, {'T'}]",0.4317375549463257,0.8200692041522493,34,"{1.0: 17, 0.0: 17}",0.0649350649350649,0.2243211334120424,False,0.9043943267734352
"[{'V'}, {'V'}, {'V'}]",0.4188553424401214,0.8441558441558442,50,"{1.0: 28, 0.0: 22}",0.0839160839160839,0.2452931683700914,False,0.9043943267734352
"[{'Z'}, {'O'}, {'X'}]",0.4186790760997508,0.8388157894736842,35,"{1.0: 19, 0.0: 16}",0.1108891108891109,0.2519298882935246,False,0.9043943267734352
"[{'Z'}, {'Y'}, {'W'}]",0.4149840841540354,0.8461538461538461,38,"{1.0: 25, 0.0: 13}",0.1468531468531468,0.2519298882935246,False,0.9043943267734352
"[{'M'}, {'Y'}, {'N'}]",0.4020515229822559,0.8775510204081632,49,"{1.0: 21, 0.0: 28}",0.2687312687312687,0.2917653774796632,False,0.9043943267734352
"[{'U'}, {'Z'}, {'P'}]",0.401068079660932,0.8803418803418803,44,"{1.0: 18, 0.0: 26}",0.2767232767232767,0.2920967920967921,False,0.9043943267734352
"[{'Z'}, {'P'}, {'W'}]",0.4001905422373021,0.8829431438127091,36,"{1.0: 23, 0.0: 13}",0.3376623376623376,0.3376623376623376,False,0.9043943267734352
"[{'P'}, {'T'}, {'U'}]",0.3996574468319321,0.8863636363636364,42,"{1.0: 22, 0.0: 20}",0.2947052947052947,0.3026703026703026,False,0.9043943267734352
