pattern,quality,support,pattern_auc,global_auc,theta
"[{'TRANSFER_IN_D_GAP_MED'}, {'TRANSFER_IN_D_GAP_MED'}, {'TRANSFER_IN_D_GAP_MED'}]",1.1203506730160642,288,0.7777777777777778,0.9375935278713058,0.5
"[{'CARD_WITHDRAWAL_C_GAP_SHORT'}, {'CARD_WITHDRAWAL_D_GAP_MED'}, {'CARD_WITHDRAWAL_D_GAP_MED'}]",0.9342027256284708,1021,0.8372456964006258,0.9375935278713058,0.5
"[{'CARD_WITHDRAWAL_D_GAP_LONG'}, {'DEPOSIT_C_GAP_LONG'}, {'CARD_WITHDRAWAL_C_GAP_LONG'}]",0.8948524883729028,251,0.8004115226337448,0.9375935278713058,0.5
"[{'CARD_WITHDRAWAL_D_GAP_SHORT'}, {'CARD_WITHDRAWAL_D_GAP_LONG'}]",0.8482686028293436,1223,0.862876254180602,0.9375935278713058,0.5
"[{'CARD_WITHDRAWAL_D_GAP_MED'}, {'CARD_WITHDRAWAL_D_GAP_MED'}, {'CARD_WITHDRAWAL_C_GAP_LONG'}]",0.771573540829517,1024,0.8538938938938938,0.9375935278713058,0.5
"[{'CARD_WITHDRAWAL_C_GAP_LONG'}, {'CARD_WITHDRAWAL_D_GAP_MED'}, {'CARD_WITHDRAWAL_A_GAP_SHORT'}]",0.7215039667253644,1098,0.8610505930767369,0.9375935278713058,0.5
"[{'CARD_WITHDRAWAL_D_GAP_MED'}, {'CARD_WITHDRAWAL_C_GAP_MED'}, {'CARD_WITHDRAWAL_C_GAP_MED'}]",0.6688546822708197,1522,0.8730447199324982,0.9375935278713058,0.5
"[{'CARD_WITHDRAWAL_C_GAP_LONG'}, {'CARD_WITHDRAWAL_A_GAP_MED'}, {'CARD_WITHDRAWAL_D_GAP_MED'}]",0.6009136531793332,754,0.8709968425800632,0.9375935278713058,0.5
"[{'DEPOSIT_A_GAP_SHORT'}, {'CARD_WITHDRAWAL_C_GAP_LONG'}, {'CARD_WITHDRAWAL_C_GAP_LONG'}]",0.5765528199516317,1149,0.8813656204531284,0.9375935278713058,0.5
"[{'DEPOSIT_A_GAP_SHORT'}, {'CARD_WITHDRAWAL_B_GAP_LONG'}, {'CARD_WITHDRAWAL_D_GAP_MED'}]",0.5660676719340771,1330,0.885,0.9375935278713058,0.5
"[{'DEPOSIT_A_GAP_SHORT'}, {'CARD_WITHDRAWAL_C_GAP_SHORT'}, {'CARD_WITHDRAWAL_C_GAP_MED'}]",0.5653719046510346,1194,0.8836743028997883,0.9375935278713058,0.5
"[{'CARD_WITHDRAWAL_C_GAP_LONG'}, {'CARD_WITHDRAWAL_D_GAP_LONG'}, {'CARD_WITHDRAWAL_B_GAP_LONG'}]",0.5347808019688829,900,0.885278942276685,0.9375935278713058,0.5
"[{'CARD_WITHDRAWAL_C_GAP_SHORT'}, {'CARD_WITHDRAWAL_C_GAP_MED'}, {'DEPOSIT_C_GAP_MED'}]",0.5022993832807938,443,0.8830503512880562,0.9375935278713058,0.5
"[{'DEPOSIT_D_GAP_LONG'}, {'DEPOSIT_C_GAP_LONG'}, {'CARD_WITHDRAWAL_C_GAP_LONG'}]",0.4919568538933968,509,0.8875901875901876,0.9375935278713058,0.5
"[{'CARD_WITHDRAWAL_C_GAP_LONG'}, {'DEPOSIT_A_GAP_LONG'}, {'CARD_WITHDRAWAL_B_GAP_LONG'}]",0.4637520470400389,192,0.8842105263157894,0.9375935278713058,0.5
