pattern,quality,support,pattern_auc,global_auc,theta
"[{'PROFILE_OLD_MALE', 'PROFILE_REGION_LOW_INCOME', 'PROFILE_REGION_LOW_CRIME', 'PROFILE_REGION_LOW_EDU'}, {'DEPOSIT_A_GAP_SHORT'}]",0.7891186747154115,155,0.8562091503267973,0.9694829047753603,0.5
"[{'PROFILE_OLD_MALE', 'PROFILE_REGION_LOW_CRIME', 'PROFILE_REGION_LOW_EDU'}, {'DEPOSIT_A_GAP_SHORT'}, {'CARD_WITHDRAWAL_C_GAP_MED'}, {'CARD_WITHDRAWAL_C_GAP_SHORT'}, {'CARD_WITHDRAWAL_B_GAP_SHORT'}]",0.7215993936745934,88,0.7906976744186047,0.9694829047753603,0.5
"[{'PROFILE_REGION_HIGH_INCOME', 'PROFILE_REGION_HIGH_CRIME'}, {'DEPOSIT_B_GAP_SHORT'}, {'CARD_WITHDRAWAL_B_GAP_MED'}, {'DEPOSIT_C_GAP_MED'}, {'CARD_WITHDRAWAL_B_GAP_LONG'}]",0.7014778717001489,114,0.8053097345132744,0.9694829047753603,0.5
"[{'PROFILE_REGION_LOW_EDU'}, {'CARD_WITHDRAWAL_C_GAP_MED'}, {'CARD_WITHDRAWAL_C_GAP_MED'}, {'DEPOSIT_C_GAP_LONG'}, {'CARD_WITHDRAWAL_C_GAP_SHORT'}]",0.6876521665241948,101,0.8027210884353742,0.9694829047753603,0.5
"[{'DEPOSIT_C_GAP_MED'}, {'CARD_WITHDRAWAL_D_GAP_MED'}]",0.6363437714919922,713,0.9189895470383276,0.9694829047753603,0.5
"[{'TRANSFER_IN_D_GAP_LONG'}, {'TRANSFER_IN_D_GAP_MED'}, {'TRANSFER_IN_D_GAP_SHORT'}, {'TRANSFER_IN_D_GAP_MED'}]",0.602930515598551,168,0.8512658227848102,0.9694829047753603,0.5
"[{'CARD_WITHDRAWAL_D_GAP_MED'}, {'DEPOSIT_B_GAP_MED'}, {'CARD_WITHDRAWAL_C_GAP_MED'}, {'CARD_WITHDRAWAL_C_GAP_LONG'}, {'CARD_WITHDRAWAL_D_GAP_MED'}]",0.5944185640499847,104,0.8214285714285714,0.9694829047753603,0.5
"[{'PROFILE_REGION_LOW_INCOME'}, {'CARD_WITHDRAWAL_A_GAP_SHORT'}, {'DEPOSIT_C_GAP_SHORT'}, {'DEPOSIT_D_GAP_MED'}]",0.555337502713291,126,0.8528925619834711,0.9694829047753603,0.5
"[{'CARD_WITHDRAWAL_D_GAP_SHORT'}, {'CARD_WITHDRAWAL_C_GAP_MED'}, {'CARD_WITHDRAWAL_D_GAP_SHORT'}]",0.5502485728594861,944,0.9149454596968408,0.9694829047753603,0.5
"[{'PROFILE_REGION_LOW_INCOME'}, {'DEPOSIT_C_GAP_MED'}, {'CARD_WITHDRAWAL_D_GAP_MED'}]",0.5461369027997587,293,0.8974089635854342,0.9694829047753603,0.5
"[{'CARD_WITHDRAWAL_C_GAP_MED'}, {'DEPOSIT_C_GAP_LONG'}, {'CARD_WITHDRAWAL_C_GAP_SHORT'}]",0.5424522903085641,273,0.8970414201183432,0.9694829047753603,0.5
"[{'DEPOSIT_C_GAP_LONG'}, {'CARD_WITHDRAWAL_C_GAP_SHORT'}, {'CARD_WITHDRAWAL_C_GAP_MED'}]",0.5400024795496349,436,0.9055913164205478,0.9694829047753603,0.5
"[{'CARD_WITHDRAWAL_C_GAP_MED'}, {'CARD_WITHDRAWAL_D_GAP_MED'}, {'DEPOSIT_B_GAP_MED'}]",0.535268085501301,468,0.9077674645823155,0.9694829047753603,0.5
"[{'DEPOSIT_D_GAP_LONG'}, {'CARD_WITHDRAWAL_D_GAP_SHORT'}, {'DEPOSIT_C_GAP_LONG'}]",0.5323048936022364,336,0.9031645569620252,0.9694829047753603,0.5
"[{'CARD_WITHDRAWAL_C_GAP_SHORT'}, {'CARD_WITHDRAWAL_C_GAP_MED'}, {'CARD_WITHDRAWAL_C_GAP_MED'}, {'CARD_WITHDRAWAL_C_GAP_MED'}, {'CARD_WITHDRAWAL_D_GAP_SHORT'}]",0.519889674205157,397,0.8747467071935158,0.9694829047753603,0.5
"[{'PROFILE_REGION_HIGH_EDU', 'PROFILE_REGION_HIGH_INCOME', 'PROFILE_REGION_HIGH_CRIME'}, {'DEPOSIT_D_GAP_LONG'}, {'DEPOSIT_C_GAP_LONG'}, {'DEPOSIT_C_GAP_LONG'}, {'CARD_WITHDRAWAL_B_GAP_LONG'}]",0.5162123755243564,53,0.8137254901960784,0.9694829047753603,0.5
"[{'CARD_WITHDRAWAL_C_GAP_SHORT'}, {'CARD_WITHDRAWAL_C_GAP_MED'}, {'CARD_WITHDRAWAL_C_GAP_SHORT'}, {'CARD_WITHDRAWAL_C_GAP_SHORT'}]",0.5130997632743175,471,0.8929127052722559,0.9694829047753603,0.5
"[{'PROFILE_REGION_LOW_EDU'}, {'DEPOSIT_C_GAP_LONG'}, {'DEPOSIT_C_GAP_LONG'}, {'CARD_WITHDRAWAL_C_GAP_MED'}]",0.5117609356986175,197,0.8745704467353951,0.9694829047753603,0.5
"[{'CARD_WITHDRAWAL_C_GAP_MED'}, {'CARD_WITHDRAWAL_C_GAP_MED'}, {'CARD_WITHDRAWAL_D_GAP_LONG'}, {'CARD_WITHDRAWAL_D_GAP_SHORT'}, {'CARD_WITHDRAWAL_A_GAP_SHORT'}]",0.509712786197255,414,0.877349049260536,0.9694829047753603,0.5
"[{'DEPOSIT_D_GAP_LONG'}, {'DEPOSIT_C_GAP_LONG'}, {'DEPOSIT_C_GAP_LONG'}]",0.5056677413221117,365,0.9113173106175844,0.9694829047753603,0.5
"[{'CARD_WITHDRAWAL_C_GAP_MED'}, {'CARD_WITHDRAWAL_C_GAP_MED'}, {'CARD_WITHDRAWAL_D_GAP_MED'}, {'CARD_WITHDRAWAL_C_GAP_MED'}, {'CARD_WITHDRAWAL_D_GAP_SHORT'}]",0.5041211558303886,608,0.8866059198380085,0.9694829047753603,0.5
"[{'CARD_WITHDRAWAL_C_GAP_MED'}, {'CARD_WITHDRAWAL_D_GAP_LONG'}, {'CARD_WITHDRAWAL_C_GAP_MED'}, {'CARD_WITHDRAWAL_C_GAP_SHORT'}]",0.5033509534609202,464,0.8944128787878788,0.9694829047753603,0.5
"[{'PROFILE_REGION_LOW_INCOME', 'PROFILE_REGION_LOW_CRIME', 'PROFILE_REGION_LOW_EDU'}, {'CARD_WITHDRAWAL_D_GAP_MED'}, {'CARD_WITHDRAWAL_D_GAP_MED'}]",0.4916292677800822,226,0.9083333333333333,0.9694829047753603,0.5
"[{'CARD_WITHDRAWAL_A_GAP_SHORT'}, {'CARD_WITHDRAWAL_C_GAP_SHORT'}, {'CARD_WITHDRAWAL_D_GAP_SHORT'}, {'CARD_WITHDRAWAL_D_GAP_SHORT'}]",0.4854640869121486,553,0.9008843537414966,0.9694829047753603,0.5
"[{'PROFILE_OLD_MALE', 'PROFILE_REGION_LOW_CRIME', 'PROFILE_REGION_LOW_EDU'}, {'DEPOSIT_A_GAP_SHORT'}, {'DEPOSIT_B_GAP_LONG'}, {'DEPOSIT_C_GAP_SHORT'}]",0.48400710468788877,23,0.8181818181818181,0.9694829047753603,0.5
"[{'PROFILE_OLD_FEMALE'}, {'CARD_WITHDRAWAL_A_GAP_SHORT'}, {'CARD_WITHDRAWAL_C_GAP_MED'}, {'CARD_WITHDRAWAL_D_GAP_SHORT'}]",0.4749434759144586,420,0.8981269986295112,0.9694829047753603,0.5
"[{'CARD_WITHDRAWAL_C_GAP_MED'}, {'CARD_WITHDRAWAL_C_GAP_MED'}, {'CARD_WITHDRAWAL_D_GAP_SHORT'}, {'CARD_WITHDRAWAL_C_GAP_SHORT'}]",0.4746581521549942,625,0.9049300136256657,0.9694829047753603,0.5
"[{'TRANSFER_B_GAP_SHORT'}, {'CARD_WITHDRAWAL_D_GAP_MED'}, {'CARD_WITHDRAWAL_D_GAP_SHORT'}, {'CARD_WITHDRAWAL_C_GAP_SHORT'}]",0.47109500616419897,175,0.8816568047337279,0.9694829047753603,0.5
"[{'CARD_WITHDRAWAL_C_GAP_MED'}, {'CARD_WITHDRAWAL_C_GAP_MED'}, {'CARD_WITHDRAWAL_C_GAP_SHORT'}, {'CARD_WITHDRAWAL_C_GAP_MED'}]",0.46541495028996493,805,0.9105228758169935,0.9694829047753603,0.5
"[{'CARD_WITHDRAWAL_D_GAP_SHORT'}, {'CARD_WITHDRAWAL_C_GAP_SHORT'}, {'CARD_WITHDRAWAL_C_GAP_MED'}, {'CARD_WITHDRAWAL_D_GAP_SHORT'}, {'CARD_WITHDRAWAL_D_GAP_MED'}]",0.462982332332297,455,0.8871256948180024,0.9694829047753603,0.5
"[{'PROFILE_OLD_MALE'}, {'DEPOSIT_A_GAP_SHORT'}, {'DEPOSIT_C_GAP_LONG'}, {'DEPOSIT_C_GAP_LONG'}]",0.45947020677534234,184,0.8857677902621722,0.9694829047753603,0.5
"[{'DEPOSIT_D_GAP_LONG'}, {'CARD_WITHDRAWAL_A_GAP_SHORT'}, {'DEPOSIT_C_GAP_SHORT'}, {'CARD_WITHDRAWAL_B_GAP_LONG'}, {'CARD_WITHDRAWAL_C_GAP_MED'}]",0.4529751775140919,126,0.8583333333333334,0.9694829047753603,0.5
"[{'PROFILE_REGION_HIGH_EDU', 'PROFILE_REGION_HIGH_INCOME', 'PROFILE_REGION_HIGH_CRIME'}, {'DEPOSIT_C_GAP_LONG'}, {'DEPOSIT_C_GAP_LONG'}]",0.44462648208118005,124,0.9193277310924369,0.9694829047753603,0.5
"[{'PROFILE_REGION_LOW_INCOME'}, {'CARD_WITHDRAWAL_D_GAP_MED'}, {'CARD_WITHDRAWAL_C_GAP_MED'}, {'CARD_WITHDRAWAL_D_GAP_SHORT'}]",0.4442773101446815,507,0.907700205338809,0.9694829047753603,0.5
"[{'CARD_WITHDRAWAL_D_GAP_MED'}, {'CARD_WITHDRAWAL_C_GAP_SHORT'}, {'CARD_WITHDRAWAL_C_GAP_SHORT'}, {'CARD_WITHDRAWAL_D_GAP_MED'}]",0.4394776150674481,627,0.911885689543191,0.9694829047753603,0.5
"[{'CARD_WITHDRAWAL_C_GAP_MED'}, {'CARD_WITHDRAWAL_D_GAP_LONG'}, {'CARD_WITHDRAWAL_A_GAP_SHORT'}, {'CARD_WITHDRAWAL_D_GAP_MED'}]",0.43532412664643083,754,0.915312596719282,0.9694829047753603,0.5
"[{'CARD_WITHDRAWAL_C_GAP_SHORT'}, {'CARD_WITHDRAWAL_D_GAP_MED'}, {'CARD_WITHDRAWAL_C_GAP_MED'}, {'CARD_WITHDRAWAL_A_GAP_SHORT'}]",0.43503307067300667,722,0.9147814712219144,0.9694829047753603,0.5
"[{'CARD_WITHDRAWAL_C_GAP_LONG'}, {'CARD_WITHDRAWAL_C_GAP_MED'}, {'CARD_WITHDRAWAL_D_GAP_MED'}, {'CARD_WITHDRAWAL_C_GAP_MED'}]",0.4336998826771482,768,0.9158882472826088,0.9694829047753603,0.5
"[{'CARD_WITHDRAWAL_D_GAP_SHORT'}, {'CARD_WITHDRAWAL_D_GAP_LONG'}, {'CARD_WITHDRAWAL_B_GAP_MED'}, {'DEPOSIT_C_GAP_MED'}]",0.4282898044042437,245,0.8996388028895769,0.9694829047753603,0.5
"[{'PROFILE_REGION_HIGH_EDU', 'PROFILE_OLD_FEMALE'}, {'CARD_WITHDRAWAL_D_GAP_MED'}, {'CARD_WITHDRAWAL_B_GAP_SHORT'}, {'CARD_WITHDRAWAL_C_GAP_MED'}]",0.4250614676200428,284,0.9030303030303031,0.9694829047753603,0.5
"[{'CARD_WITHDRAWAL_B_GAP_SHORT'}, {'CARD_WITHDRAWAL_B_GAP_MED'}, {'CARD_WITHDRAWAL_D_GAP_SHORT'}, {'CARD_WITHDRAWAL_D_GAP_SHORT'}]",0.421669237726118,672,0.9166411042944785,0.9694829047753603,0.5
"[{'PROFILE_REGION_HIGH_EDU', 'PROFILE_REGION_HIGH_INCOME', 'PROFILE_REGION_HIGH_CRIME'}, {'DEPOSIT_C_GAP_LONG'}, {'CARD_WITHDRAWAL_C_GAP_MED'}, {'CARD_WITHDRAWAL_B_GAP_SHORT'}]",0.4172860024484897,125,0.890495867768595,0.9694829047753603,0.5
"[{'DEPOSIT_A_GAP_SHORT'}, {'CARD_WITHDRAWAL_E_GAP_SHORT'}, {'CARD_WITHDRAWAL_A_GAP_SHORT'}, {'CARD_WITHDRAWAL_D_GAP_MED'}, {'CARD_WITHDRAWAL_C_GAP_MED'}]",0.40641285517309733,174,0.8778583379810374,0.9694829047753603,0.5
