pattern,quality,support,pattern_auc,global_auc,theta
"[{'OTHER_D_GAP_LONG'}, {'OTHER_C_GAP_LONG'}, {'OTHER_C_GAP_LONG'}]",2.186014647001195,574,0.6924283154121864,0.904040404040404,0.8
"[{'OTHER_D_GAP_LONG'}, {'WITHDRAW_C_GAP_MED'}, {'OTHER_C_GAP_SHORT'}]",1.9329328430713366,657,0.7144844374891324,0.904040404040404,0.8
"[{'OTHER_C_GAP_LONG'}, {'OTHER_C_GAP_LONG'}]",1.4657829668357976,835,0.7641178266178266,0.904040404040404,0.8
"[{'OTHER_D_GAP_LONG'}, {'OTHER_C_GAP_LONG'}]",1.2927860502002566,932,0.7810302769407376,0.904040404040404,0.8
[{'OTHER_C_GAP_LONG'}],1.1207893462191183,1340,0.8208903242147924,0.904040404040404,0.8
"[{'WITHDRAW_D_GAP_LONG'}, {'WITHDRAW_D_GAP_MED'}, {'WITHDRAW_D_GAP_MED'}]",0.8464181355666883,1726,0.8235607574459987,0.904040404040404,0.8
[{'WITHDRAW_D_GAP_MED'}],0.8430794782939032,2409,0.8620681114551083,0.904040404040404,0.8
[{'OTHER_B_GAP_LONG'}],0.8037708189623655,1551,0.8640822878886973,0.904040404040404,0.8
"[{'OTHER_D_GAP_LONG'}, {'WITHDRAW_C_GAP_MED'}]",0.7897844223962527,1797,0.8425768722882475,0.904040404040404,0.8
"[{'OTHER_C_GAP_MED'}, {'WITHDRAW_A_GAP_SHORT'}, {'WITHDRAW_A_GAP_SHORT'}]",0.7845346894626211,1281,0.82353662273981,0.904040404040404,0.8
[{'WITHDRAW_C_GAP_LONG'}],0.7698209733898773,2639,0.8752737947386249,0.904040404040404,0.8
"[{'OTHER_D_GAP_LONG'}, {'OTHER_B_GAP_LONG'}]",0.7497189594813753,1086,0.8397748592870544,0.904040404040404,0.8
[{'WITHDRAW_C_GAP_MED'}],0.7347434807459188,2944,0.8841510010698457,0.904040404040404,0.8
"[{'OTHER_C_GAP_LONG'}, {'WITHDRAW_B_GAP_LONG'}, {'OTHER_A_GAP_LONG'}]",0.7340950184282558,1032,0.8248038655374863,0.904040404040404,0.8
"[{'OTHER_D_GAP_LONG'}, {'OTHER_A_GAP_LONG'}, {'OTHER_B_GAP_LONG'}]",0.7191780029700802,711,0.8190202910432466,0.904040404040404,0.8
[{'OTHER_A_GAP_MED'}],0.7128506677719557,2851,0.8915512957046503,0.904040404040404,0.8
"[{'OTHER_A_GAP_LONG'}, {'OTHER_D_GAP_MED'}]",0.6970709516497375,1897,0.8550542715794137,0.904040404040404,0.8
"[{'OTHER_A_GAP_LONG'}, {'WITHDRAW_D_GAP_SHORT'}]",0.6708503064938349,1901,0.8589151952915998,0.904040404040404,0.8
"[{'OTHER_D_GAP_LONG'}, {'WITHDRAW_B_GAP_LONG'}, {'WITHDRAW_C_GAP_LONG'}]",0.6694929037322891,1432,0.8384232954545454,0.904040404040404,0.8
"[{'WITHDRAW_D_GAP_MED'}, {'WITHDRAW_C_GAP_MED'}, {'OTHER_A_GAP_MED'}]",0.6621975487422221,1555,0.8406305547759378,0.904040404040404,0.8
"[{'WITHDRAW_D_GAP_LONG'}, {'WITHDRAW_C_GAP_LONG'}, {'WITHDRAW_A_GAP_SHORT'}]",0.6563561544585297,1651,0.8422674060382008,0.904040404040404,0.8
"[{'WITHDRAW_C_GAP_MED'}, {'WITHDRAW_C_GAP_LONG'}]",0.6395036424834432,2089,0.8649124939231891,0.904040404040404,0.8
"[{'WITHDRAW_C_GAP_MED'}, {'WITHDRAW_C_GAP_SHORT'}, {'WITHDRAW_C_GAP_MED'}]",0.6239344678922232,1939,0.8485484435117173,0.904040404040404,0.8
"[{'OTHER_A_GAP_SHORT'}, {'WITHDRAW_D_GAP_LONG'}, {'WITHDRAW_D_GAP_LONG'}]",0.6177656888667222,1821,0.848445197044335,0.904040404040404,0.8
"[{'OTHER_D_GAP_LONG'}, {'OTHER_A_GAP_LONG'}, {'WITHDRAW_B_GAP_LONG'}]",0.5769632633646526,1638,0.8525232486050838,0.904040404040404,0.8
