pattern,quality,pattern_auc,support,class_balance,p_value,corrected_p,is_sig,global_auc
"[{'OTHER_D_GAP_LONG'}, {'OTHER_C_GAP_LONG'}, {'OTHER_C_GAP_LONG'}]",2.186014647001195,0.6924283154121864,574,"{0.0: 558, 1.0: 16}",0.000999000999000999,0.0010858706510880423,True,0.904040404040404
"[{'OTHER_D_GAP_LONG'}, {'WITHDRAW_C_GAP_MED'}, {'OTHER_C_GAP_SHORT'}]",1.9329328430713366,0.7144844374891324,657,"{0.0: 639, 1.0: 18}",0.000999000999000999,0.0010858706510880423,True,0.904040404040404
"[{'OTHER_C_GAP_LONG'}, {'OTHER_C_GAP_LONG'}]",1.4657829668357976,0.7641178266178266,835,"{0.0: 819, 1.0: 16}",0.000999000999000999,0.0010858706510880423,True,0.904040404040404
"[{'OTHER_D_GAP_LONG'}, {'OTHER_C_GAP_LONG'}]",1.2927860502002566,0.7810302769407376,932,"{0.0: 909, 1.0: 23}",0.000999000999000999,0.0010858706510880423,True,0.904040404040404
[{'OTHER_C_GAP_LONG'}],1.1207893462191183,0.8208903242147924,1340,"{0.0: 1316, 1.0: 24}",0.000999000999000999,0.0010858706510880423,True,0.904040404040404
"[{'WITHDRAW_D_GAP_LONG'}, {'WITHDRAW_D_GAP_MED'}, {'WITHDRAW_D_GAP_MED'}]",0.8464181355666883,0.8235607574459987,1726,"{0.0: 1695, 1.0: 31}",0.000999000999000999,0.0010858706510880423,True,0.904040404040404
[{'WITHDRAW_D_GAP_MED'}],0.8430794782939032,0.8620681114551083,2409,"{0.0: 2375, 1.0: 34}",0.000999000999000999,0.0010858706510880423,True,0.904040404040404
[{'OTHER_B_GAP_LONG'}],0.8037708189623655,0.8640822878886973,1551,"{0.0: 1529, 1.0: 22}",0.001998001998001998,0.001998001998001998,True,0.904040404040404
"[{'OTHER_D_GAP_LONG'}, {'WITHDRAW_C_GAP_MED'}]",0.7897844223962527,0.8425768722882475,1797,"{0.0: 1767, 1.0: 30}",0.000999000999000999,0.0010858706510880423,True,0.904040404040404
"[{'OTHER_C_GAP_MED'}, {'WITHDRAW_A_GAP_SHORT'}, {'WITHDRAW_A_GAP_SHORT'}]",0.7845346894626211,0.82353662273981,1281,"{0.0: 1255, 1.0: 26}",0.000999000999000999,0.0010858706510880423,True,0.904040404040404
[{'WITHDRAW_C_GAP_LONG'}],0.7698209733898773,0.8752737947386249,2639,"{0.0: 2605, 1.0: 34}",0.000999000999000999,0.0010858706510880423,True,0.904040404040404
"[{'OTHER_D_GAP_LONG'}, {'OTHER_B_GAP_LONG'}]",0.7497189594813753,0.8397748592870544,1086,"{0.0: 1066, 1.0: 20}",0.000999000999000999,0.0010858706510880423,True,0.904040404040404
[{'WITHDRAW_C_GAP_MED'}],0.7347434807459188,0.8841510010698457,2944,"{0.0: 2908, 1.0: 36}",0.000999000999000999,0.0010858706510880423,True,0.904040404040404
"[{'OTHER_C_GAP_LONG'}, {'WITHDRAW_B_GAP_LONG'}, {'OTHER_A_GAP_LONG'}]",0.7340950184282558,0.8248038655374863,1032,"{0.0: 1013, 1.0: 19}",0.000999000999000999,0.0010858706510880423,True,0.904040404040404
