pattern,quality,support,pattern_auc,global_auc,theta
"[{'call'}, {'me'}]",0.865549982547251,21,0.6272727272727272,0.9348215,0.5
"[{'USER'}, {'late'}]",0.8498306733391388,31,0.662280701754386,0.9348215,0.5
[{'burnt'}],0.8065492732918179,21,0.7625,0.9348215,0.5
[{'only'}],0.801638481104621,252,0.8443736141906873,0.9348215,0.5
[{'miss'}],0.8012350398577263,356,0.8520213577421816,0.9348215,0.5
[{'then'}],0.791851441346866,336,0.854762596195731,0.9348215,0.5
[{'not'}],0.7836875678344695,1067,0.8775451124191836,0.9348215,0.5
[{'packing'}],0.7789789142345478,26,0.793939393939394,0.9348215,0.5
[{'hours'}],0.7708785876761323,120,0.8436991208075545,0.9348215,0.5
[{'where'}],0.7505304850018545,160,0.8630158730158731,0.9348215,0.5
[{'been'}],0.741829177933264,329,0.8801510161458751,0.9348215,0.5
[{'well'}],0.740307761254313,410,0.8840046799264584,0.9348215,0.5
"[{'!'}, {'not'}]",0.7349145541736907,141,0.7845315904139433,0.9348215,0.5
[{'ill'}],0.7319182358041108,62,0.8620689655172413,0.9348215,0.5
[{'come'}],0.7307046333733281,249,0.8843847758081335,0.9348215,0.5
"[{'but'}, {'will'}]",0.7304326614656763,47,0.7391304347826086,0.9348215,0.5
[{'shower'}],0.7248585071373066,48,0.8660714285714286,0.9348215,0.5
"[{'i'}, {'miss'}, {'my'}]",0.7183224341436802,66,0.7114754098360656,0.9348215,0.5
[{'goodnight'}],0.7124938735659618,38,0.8821428571428571,0.9348215,0.5
"[{'you'}, {'next'}]",0.67267307486011,21,0.7314814814814815,0.9348215,0.5
"[{'did'}, {""n't""}, {'my'}]",0.6645783552645073,22,0.6666666666666667,0.9348215,0.5
"[{'USER'}, {'sorry'}]",0.6465661158527908,201,0.8297720797720798,0.9348215,0.5
"[{'all'}, {'..'}]",0.6422522267236235,24,0.7592592592592593,0.9348215,0.5
"[{'USER'}, {'will'}]",0.6237759705249007,262,0.8460253197095302,0.9348215,0.5
"[{'long'}, {'day'}]",0.6222973910777876,26,0.7777777777777778,0.9348215,0.5
"[{'USER'}, {'not'}]",0.6146690577873288,491,0.8624349219062875,0.9348215,0.5
"[{'USER'}, {'aww'}]",0.6111899156640325,66,0.8175609756097562,0.9348215,0.5
"[{'USER'}, {'head'}]",0.6092701728565277,32,0.7958333333333333,0.9348215,0.5
"[{'lol'}, {'...'}]",0.6041680309601675,32,0.8,0.9348215,0.5
"[{'USER'}, {'wish'}]",0.5999271942246027,126,0.8416422287390029,0.9348215,0.5
"[{'in'}, {'not'}]",0.5981053361315805,75,0.83,0.9348215,0.5
"[{'!'}, {'me'}]",0.5979572529844372,209,0.8537718320327017,0.9348215,0.5
"[{'not'}, {'at'}]",0.5950289429464617,53,0.822857142857143,0.9348215,0.5
"[{'USER'}, {'but'}]",0.5934799767595923,670,0.8760837328626924,0.9348215,0.5
"[{'USER'}, {'happy'}]",0.5889686669093632,94,0.8419642857142857,0.9348215,0.5
"[{'oh'}, {'no'}]",0.5882057128776343,53,0.8282828282828283,0.9348215,0.5
"[{'still'}, {'a'}]",0.5874087114354134,50,0.8273809523809524,0.9348215,0.5
"[{'last'}, {'day'}]",0.5874018356457055,45,0.8245192307692308,0.9348215,0.5
"[{'you'}, {'me'}]",0.5788769764613725,220,0.8657161803713528,0.9348215,0.5
"[{'not'}, {'i'}]",0.5783777234454485,245,0.8678513968114671,0.9348215,0.5
"[{'USER'}, {'nope'}]",0.5783236958065794,21,0.8111111111111112,0.9348215,0.5
"[{'but'}, {'it'}]",0.5767995859295489,256,0.86953125,0.9348215,0.5
"[{'but'}, {'i'}]",0.5746594484578202,562,0.8822585309427414,0.9348215,0.5
"[{'i'}, {'wanna'}]",0.5719318999618169,98,0.8556521739130435,0.9348215,0.5
"[{'i'}, {'or'}]",0.5718149461343597,127,0.8607085346215781,0.9348215,0.5
