pattern,quality,support,pattern_accuracy,global_accuracy,dataset_size
[{'C'}],1.2142802529430217,50,0.6,0.8990033222591363,15050
"[{'A'}, {'B'}]",1.0381889938873403,50,0.6,0.8990033222591363,15050
"[{'A'}, {'B'}, {'C'}]",0.9132502572790405,50,0.6,0.8990033222591363,15050
